BAÞ;ÝÞARET;ORTA;YÜZÜK;SERÇE;X;Y
0,000;1577,000;1663,000;111,000;1681,000;2891,000;2811,000
0,000;1620,000;1677,000;149,000;1816,000;2861,000;2804,000
0,000;1604,000;1645,000;149,000;1816,000;2885,000;2800,000
0,000;1623,000;1680,000;149,000;1987,000;2859,000;2953,000
0,000;1598,000;1674,000;149,000;1813,000;2910,000;2807,000
0,000;1594,000;1679,000;149,000;1816,000;2866,000;2797,000
0,000;1589,000;1696,000;223,000;1785,000;2895,000;2870,000
348,000;1588,000;1701,000;149,000;1794,000;2883,000;2800,000
0,000;2194,000;1869,000;520,000;1862,000;2864,000;2777,000
228,000;2301,000;1983,000;594,000;1878,000;2862,000;2816,000
359,000;2222,000;1999,000;594,000;1856,000;2861,000;2811,000
348,000;2220,000;2035,000;446,000;1895,000;2864,000;2800,000
348,000;2205,000;2033,000;594,000;1877,000;2858,000;2816,000
435,000;2212,000;2013,000;446,000;1878,000;2864,000;2854,000
348,000;2202,000;2028,000;594,000;1965,000;2835,000;2810,000
348,000;2201,000;2783,000;520,000;1885,000;2514,000;2800,000
0,000;2185,000;2048,000;371,000;1848,000;2861,000;2853,000
304,000;3122,000;2088,000;594,000;1917,000;2853,000;2800,000
261,000;3676,000;2162,000;594,000;1974,000;2864,000;2832,000
451,000;3857,000;2280,000;943,000;2034,000;3277,000;3083,000
886,000;3833,000;2224,000;529,000;2038,000;2867,000;2768,000
872,000;3833,000;2302,000;996,000;2059,000;2806,000;2533,000
745,000;3699,000;2300,000;868,000;2052,000;2867,000;2783,000
587,000;2813,000;2201,000;743,000;2038,000;2865,000;2800,000
174,000;1826,000;1994,000;371,000;2001,000;2894,000;2793,000
1261,000;1681,000;1999,000;594,000;1981,000;2886,000;2813,000
522,000;1730,000;2001,000;594,000;1987,000;2869,000;2525,000
701,000;1687,000;1996,000;297,000;2100,000;2862,000;2850,000
1043,000;1451,000;1983,000;594,000;2026,000;2887,000;2797,000
478,000;1583,000;1993,000;594,000;2020,000;2890,000;2747,000
652,000;1465,000;2164,000;594,000;1987,000;2891,000;2793,000
870,000;1510,000;1907,000;446,000;1979,000;2862,000;2787,000
842,000;1514,000;1887,000;334,000;1994,000;2868,000;2800,000
804,000;1534,000;1817,000;334,000;1995,000;2869,000;2806,000
620,000;1615,000;1853,000;446,000;1981,000;2825,000;2763,000
478,000;1549,000;1953,000;371,000;1993,000;2855,000;2806,000
554,000;1748,000;2024,000;641,000;2013,000;2866,000;2793,000
576,000;1945,000;2059,000;594,000;1993,000;2885,000;2805,000
0,000;2177,000;2076,000;594,000;1991,000;2870,000;2801,000
696,000;2635,000;1734,000;659,000;1995,000;2865,000;2800,000
844,000;3493,000;2198,000;799,000;2025,000;2908,000;2794,000
1226,000;3736,000;2191,000;970,000;2045,000;2864,000;2828,000
1090,000;3569,000;2365,000;929,000;2061,000;2867,000;2800,000
902,000;2382,000;2213,000;808,000;2038,000;2864,000;2739,000
697,000;1855,000;2070,000;594,000;2034,000;2865,000;2802,000
870,000;1802,000;2093,000;594,000;2019,000;2865,000;2800,000
870,000;1727,000;1970,000;594,000;2011,000;2864,000;2790,000
872,000;1701,000;1935,000;594,000;1991,000;2874,000;2715,000
870,000;1710,000;1921,000;446,000;1945,000;2863,000;2800,000
87,000;1678,000;1888,000;594,000;2025,000;2864,000;2800,000
864,000;1674,000;1903,000;446,000;1970,000;2864,000;2805,000
861,000;1595,000;1851,000;297,000;1977,000;2861,000;2801,000
867,000;1710,000;1878,000;297,000;1962,000;2836,000;2806,000
889,000;1710,000;1967,000;334,000;1990,000;2863,000;2816,000
856,000;1710,000;1854,000;371,000;1958,000;2876,000;2800,000
670,000;1744,000;1798,000;297,000;1951,000;2871,000;2805,000
845,000;1681,000;1896,000;297,000;1917,000;2866,000;2493,000
641,000;1651,000;1312,000;149,000;1890,000;2864,000;2800,000
598,000;1630,000;1891,000;74,000;1878,000;2863,000;2801,000
348,000;1571,000;1708,000;297,000;1844,000;2855,000;2799,000
478,000;1678,000;1711,000;0,000;1830,000;2855,000;2799,000
522,000;1541,000;1668,000;0,000;1795,000;2880,000;2796,000
370,000;1502,000;1642,000;149,000;1686,000;2818,000;2800,000
435,000;1501,000;1645,000;149,000;1678,000;2865,000;2800,000
261,000;1447,000;1653,000;0,000;1673,000;2864,000;2806,000
174,000;1450,000;1726,000;0,000;1647,000;2868,000;2806,000
174,000;1451,000;1679,000;0,000;1667,000;2864,000;2801,000
0,000;1526,000;1729,000;149,000;1624,000;2864,000;2801,000
0,000;1513,000;1773,000;594,000;1620,000;2861,000;2814,000
174,000;1478,000;2718,000;0,000;1600,000;2815,000;2800,000
891,000;2104,000;3187,000;1131,000;1656,000;2864,000;2803,000
1107,000;2136,000;3455,000;743,000;1735,000;2852,000;2807,000
1062,000;2043,000;3439,000;594,000;1993,000;2865,000;2800,000
1178,000;2024,000;3391,000;669,000;1792,000;2827,000;2783,000
1174,000;2029,000;3373,000;604,000;1625,000;2867,000;2783,000
1236,000;2052,000;2911,000;594,000;1668,000;2881,000;2815,000
1310,000;1945,000;3407,000;631,000;1653,000;2922,000;2800,000
1069,000;2065,000;3439,000;297,000;1646,000;2862,000;2820,000
1171,000;2032,000;3334,000;1523,000;1657,000;2847,000;2837,000
1186,000;2066,000;3343,000;371,000;1657,000;2865,000;2800,000
1213,000;2057,000;3331,000;520,000;1653,000;2864,000;2811,000
1393,000;2035,000;3327,000;446,000;1611,000;2864,000;2816,000
1000,000;1878,000;2165,000;0,000;1581,000;2863,000;2804,000
886,000;1572,000;1765,000;0,000;1494,000;2867,000;2819,000
891,000;1421,000;1461,000;0,000;1389,000;2864,000;2817,000
255,000;1360,000;1327,000;0,000;1394,000;2863,000;2581,000
1043,000;1278,000;1244,000;0,000;1405,000;2866,000;2823,000
977,000;1235,000;1189,000;0,000;1421,000;2845,000;2815,000
826,000;1170,000;1167,000;0,000;1408,000;2874,000;2790,000
1402,000;1100,000;1184,000;0,000;1376,000;2897,000;2781,000
840,000;1159,000;1184,000;0,000;1403,000;2864,000;2801,000
837,000;1177,000;1508,000;0,000;1405,000;2864,000;2800,000
696,000;1569,000;1442,000;743,000;1475,000;3280,000;2799,000
793,000;1965,000;1818,000;930,000;1540,000;2879,000;2806,000
798,000;2030,000;1929,000;613,000;1553,000;2880,000;2802,000
750,000;1867,000;1920,000;669,000;1539,000;2864,000;2802,000
837,000;2126,000;2768,000;761,000;1606,000;2866,000;2802,000
1353,000;2232,000;3487,000;940,000;1885,000;2864,000;2801,000
1281,000;2204,000;3299,000;901,000;1913,000;2881,000;2865,000
1295,000;2199,000;3375,000;706,000;1917,000;2865,000;2800,000
1194,000;2279,000;3311,000;1073,000;1903,000;2864,000;2815,000
1213,000;2083,000;2644,000;743,000;1855,000;2865,000;2804,000
1092,000;1727,000;1680,000;74,000;1689,000;2871,000;2848,000
929,000;1668,000;1645,000;37,000;1634,000;2889,000;2807,000
1069,000;1687,000;1640,000;0,000;1628,000;2864,000;2799,000
1065,000;1631,000;1599,000;223,000;1589,000;2870,000;2782,000
1099,000;1756,000;1876,000;149,000;1593,000;2896,000;2863,000
918,000;2218,000;3391,000;845,000;1727,000;2897,000;2800,000
1264,000;2228,000;3409,000;594,000;1742,000;2871,000;2800,000
1284,000;2280,000;3358,000;0,000;1743,000;2867,000;2805,000
1136,000;2254,000;3244,000;947,000;1720,000;2865,000;2800,000
1043,000;2297,000;2158,000;594,000;1660,000;2871,000;2813,000
1057,000;1853,000;1727,000;0,000;1571,000;2850,000;2752,000
1027,000;1627,000;1519,000;0,000;1504,000;2864,000;2768,000
1022,000;1553,000;1389,000;0,000;1469,000;2864,000;2759,000
1064,000;1471,000;1423,000;0,000;1467,000;2849,000;2816,000
981,000;1431,000;1368,000;0,000;1458,000;2864,000;2797,000
978,000;1507,000;2140,000;0,000;1453,000;2866,000;2800,000
1090,000;1434,000;3232,000;149,000;1557,000;2864,000;2789,000
1228,000;1670,000;3439,000;149,000;1615,000;2866,000;2816,000
1168,000;1934,000;3547,000;37,000;1638,000;2866,000;2801,000
1238,000;2067,000;3679,000;149,000;1568,000;2857,000;2791,000
1076,000;1899,000;1870,000;74,000;1578,000;2880,000;2818,000
1072,000;1762,000;1732,000;0,000;1528,000;2864,000;2825,000
1269,000;1722,000;1869,000;0,000;1474,000;2887,000;2801,000
1024,000;1708,000;1710,000;446,000;1327,000;2864,000;2821,000
0,000;1585,000;1711,000;0,000;1437,000;2865,000;2795,000
1048,000;1690,000;1711,000;0,000;1501,000;2854,000;2796,000
1076,000;1600,000;1716,000;0,000;1400,000;2862,000;2928,000
1060,000;1625,000;1721,000;0,000;1375,000;2855,000;2800,000
1014,000;1592,000;1252,000;0,000;1389,000;2864,000;2807,000
990,000;1563,000;1704,000;0,000;1549,000;2863,000;2804,000
1024,000;1551,000;1685,000;0,000;1675,000;2876,000;2802,000
1065,000;1545,000;1757,000;0,000;1859,000;2889,000;2803,000
238,000;1583,000;1794,000;1372,000;3598,000;2870,000;2789,000
1186,000;1445,000;2030,000;2189,000;3904,000;3456,000;2797,000
1216,000;1383,000;2113,000;2191,000;3899,000;2843,000;2800,000
1216,000;1359,000;2179,000;2197,000;3886,000;2853,000;2801,000
0,000;1653,000;2097,000;1648,000;3682,000;2874,000;2802,000
1080,000;1671,000;1976,000;446,000;3056,000;2867,000;2854,000
1088,000;1593,000;1904,000;149,000;2182,000;2863,000;2805,000
1022,000;1549,000;1730,000;0,000;2004,000;2880,000;2805,000
1043,000;1466,000;1627,000;0,000;1482,000;2867,000;2802,000
1004,000;1434,000;1478,000;0,000;1167,000;2867,000;2806,000
795,000;1427,000;1554,000;0,000;1375,000;2925,000;2802,000
1735,000;1808,000;2018,000;1466,000;3463,000;2864,000;2895,000
1206,000;1843,000;2273,000;1943,000;3895,000;2928,000;2837,000
992,000;1840,000;2670,000;2323,000;3998,000;2857,000;2687,000
1255,000;1985,000;2341,000;1430,000;3561,000;2865,000;2818,000
678,000;1894,000;2078,000;297,000;2473,000;2862,000;2807,000
1228,000;1767,000;1989,000;0,000;1820,000;2864,000;2788,000
1200,000;1749,000;1903,000;743,000;2492,000;2870,000;2816,000
1459,000;2549,000;2665,000;1813,000;3410,000;2868,000;2576,000
1990,000;3532,000;3134,000;2465,000;3623,000;3385,000;2800,000
2410,000;3923,000;3358,000;2824,000;3800,000;2865,000;2803,000
2132,000;3771,000;3244,000;2671,000;3652,000;2866,000;2812,000
1719,000;2417,000;2561,000;1250,000;3066,000;2870,000;2810,000
1526,000;1592,000;1762,000;297,000;2367,000;2870,000;2803,000
1512,000;1434,000;1672,000;37,000;2652,000;2862,000;2801,000
1507,000;2012,000;2238,000;395,000;2917,000;2857,000;2801,000
1955,000;2454,000;3487,000;1539,000;3212,000;2869,000;2766,000
1477,000;2331,000;3359,000;1557,000;3206,000;2867,000;2799,000
1370,000;1596,000;1871,000;0,000;2448,000;2867,000;2794,000
1067,000;1192,000;1432,000;0,000;1886,000;2864,000;2800,000
1107,000;1289,000;2688,000;0,000;1736,000;2886,000;2791,000
1296,000;1679,000;2902,000;0,000;2154,000;2865,000;2800,000
1114,000;1514,000;2852,000;0,000;1814,000;2871,000;2807,000
870,000;1557,000;1873,000;0,000;1650,000;2864,000;2802,000
872,000;1407,000;1460,000;0,000;1503,000;2871,000;2799,000
1496,000;1399,000;1753,000;0,000;1611,000;2880,000;2798,000
1238,000;1670,000;3423,000;297,000;1656,000;2864,000;2800,000
1456,000;1869,000;3343,000;297,000;1674,000;2864,000;2800,000
1136,000;1492,000;2041,000;0,000;1620,000;2810,000;2650,000
1027,000;1432,000;1601,000;0,000;1505,000;2864,000;2793,000
1000,000;1652,000;1397,000;0,000;1351,000;2861,000;2800,000
1099,000;1592,000;3634,000;594,000;1497,000;2870,000;2800,000
1281,000;1889,000;3359,000;0,000;1377,000;2869,000;2800,000
1042,000;1609,000;2703,000;0,000;1346,000;3277,000;2803,000
826,000;1474,000;1715,000;0,000;1265,000;2874,000;2803,000
750,000;1440,000;1556,000;0,000;1231,000;2855,000;2799,000
87,000;1465,000;1455,000;0,000;1207,000;2897,000;2802,000
1065,000;1707,000;3260,000;0,000;1258,000;2864,000;2800,000
1246,000;1828,000;3323,000;1411,000;1256,000;2865,000;2806,000
978,000;1520,000;1935,000;0,000;1210,000;2864,000;2803,000
970,000;1463,000;400,000;0,000;1143,000;2864,000;2771,000
956,000;1454,000;1410,000;0,000;1138,000;2875,000;2805,000
951,000;1465,000;1391,000;0,000;1167,000;2868,000;2802,000
1030,000;1689,000;3461,000;0,000;1186,000;2865,000;2859,000
1356,000;1796,000;3356,000;594,000;1233,000;2874,000;2800,000
1206,000;1888,000;3375,000;594,000;1276,000;2896,000;2821,000
932,000;1665,000;2325,000;0,000;1221,000;2889,000;2807,000
929,000;1553,000;1455,000;0,000;1141,000;2883,000;2803,000
946,000;1502,000;1569,000;0,000;1379,000;2881,000;2811,000
636,000;1474,000;1524,000;0,000;1123,000;2864,000;2804,000
908,000;1494,000;1513,000;0,000;1135,000;2874,000;2804,000
937,000;1459,000;1470,000;0,000;1202,000;2855,000;2799,000
1018,000;1501,000;1486,000;0,000;1130,000;3184,000;2725,000
931,000;1499,000;1471,000;0,000;1145,000;2864,000;2800,000
875,000;1512,000;1481,000;0,000;1127,000;2864,000;2802,000
880,000;1512,000;1452,000;0,000;1117,000;2863,000;2817,000
924,000;1513,000;1471,000;0,000;1108,000;2864,000;2824,000
924,000;1524,000;1500,000;0,000;1098,000;2869,000;2816,000
990,000;1730,000;2863,000;297,000;1076,000;2862,000;2762,000
1253,000;2032,000;3363,000;970,000;1391,000;2862,000;2796,000
1238,000;2104,000;3383,000;817,000;1646,000;2864,000;2830,000
1151,000;1974,000;3170,000;780,000;1563,000;2859,000;2819,000
927,000;1713,000;1885,000;297,000;1326,000;2965,000;2800,000
951,000;1608,000;1711,000;594,000;1275,000;2869,000;2755,000
1027,000;1594,000;1645,000;0,000;1264,000;2864,000;2800,000
965,000;1608,000;1612,000;0,000;1265,000;2802,000;2800,000
902,000;1592,000;1630,000;0,000;1249,000;2863,000;2801,000
924,000;1590,000;1583,000;0,000;1254,000;2863,000;2804,000
918,000;1509,000;1871,000;0,000;1253,000;2849,000;2784,000
1076,000;1578,000;1621,000;0,000;1249,000;2864,000;2812,000
935,000;1585,000;1619,000;0,000;1254,000;2869,000;2777,000
921,000;1531,000;1679,000;0,000;1229,000;2873,000;2801,000
904,000;1592,000;1647,000;0,000;1232,000;2864,000;2800,000
902,000;1594,000;1622,000;0,000;1264,000;2865,000;2797,000
908,000;1576,000;1549,000;0,000;1235,000;2857,000;2807,000
891,000;1594,000;1648,000;0,000;1253,000;2870,000;2842,000
891,000;1599,000;1700,000;0,000;1215,000;2865,000;2798,000
921,000;1599,000;1112,000;0,000;1238,000;2917,000;2047,000
636,000;1612,000;1676,000;0,000;1221,000;2864,000;2800,000
890,000;1612,000;1677,000;0,000;1228,000;2717,000;2793,000
902,000;1611,000;1680,000;0,000;1229,000;2864,000;2795,000
886,000;1592,000;1690,000;0,000;1247,000;2927,000;2770,000
1000,000;1592,000;1698,000;0,000;1231,000;2871,000;2795,000
870,000;1612,000;1716,000;0,000;1228,000;2859,000;2784,000
845,000;1611,000;1712,000;0,000;1231,000;2861,000;2800,000
870,000;1612,000;1099,000;0,000;1231,000;2878,000;2797,000
859,000;1625,000;1823,000;594,000;1249,000;2849,000;2800,000
707,000;1589,000;1711,000;0,000;1229,000;2559,000;2796,000
1418,000;1601,000;1712,000;0,000;1247,000;2844,000;2794,000
845,000;1598,000;1711,000;149,000;1268,000;2889,000;2786,000
848,000;1593,000;1836,000;149,000;1275,000;2871,000;2800,000
1359,000;1558,000;1727,000;74,000;1211,000;2827,000;2800,000
845,000;1612,000;1724,000;0,000;1224,000;2869,000;2800,000
783,000;1608,000;1724,000;0,000;1227,000;2865,000;2810,000
663,000;1604,000;1717,000;149,000;1412,000;2867,000;2803,000
609,000;1617,000;1720,000;0,000;1232,000;2869,000;2805,000
0,000;1670,000;1730,000;594,000;1221,000;2859,000;2809,000
261,000;1651,000;1749,000;0,000;1239,000;2885,000;2789,000
1269,000;1710,000;1758,000;149,000;1231,000;2864,000;2670,000
1768,000;1756,000;1762,000;149,000;1235,000;2870,000;2800,000
1519,000;1750,000;1790,000;0,000;1239,000;2864,000;2800,000
1459,000;1749,000;1807,000;0,000;1243,000;2865,000;2789,000
1435,000;1749,000;1776,000;0,000;1210,000;2896,000;2799,000
1417,000;1745,000;1775,000;149,000;1251,000;2854,000;2800,000
1391,000;1745,000;1760,000;0,000;1247,000;2942,000;2806,000
1467,000;1743,000;1864,000;149,000;1166,000;2867,000;2782,000
1455,000;1760,000;1784,000;0,000;1239,000;2896,000;2831,000
1383,000;1745,000;1794,000;149,000;1249,000;2851,000;2819,000
1365,000;1748,000;1855,000;0,000;1355,000;2880,000;2794,000
1281,000;1927,000;1812,000;0,000;1238,000;2864,000;2789,000
0,000;1954,000;1877,000;0,000;1243,000;2875,000;2789,000
0,000;1745,000;1791,000;149,000;1076,000;2838,000;2849,000
0,000;1740,000;1771,000;0,000;1221,000;2861,000;2796,000
0,000;1531,000;1758,000;149,000;1224,000;2882,000;2748,000
0,000;1712,000;1766,000;0,000;1253,000;2869,000;2817,000
0,000;1692,000;1762,000;149,000;1210,000;2866,000;2800,000
0,000;1737,000;1717,000;149,000;1304,000;2867,000;2811,000
1338,000;1807,000;1797,000;297,000;1265,000;2869,000;2804,000
1708,000;1787,000;1803,000;37,000;1282,000;2873,000;2805,000
1745,000;1906,000;1823,000;149,000;1282,000;2861,000;2802,000
1500,000;1845,000;1830,000;0,000;1297,000;2847,000;2799,000
1428,000;1836,000;1814,000;297,000;1296,000;2838,000;3049,000
1427,000;1848,000;1833,000;37,000;1290,000;2661,000;2798,000
1903,000;1835,000;1758,000;297,000;1289,000;2813,000;3088,000
2458,000;1869,000;1893,000;446,000;1289,000;2896,000;2813,000
2788,000;1893,000;1868,000;297,000;1290,000;2864,000;2803,000
2194,000;1904,000;1871,000;446,000;1304,000;2864,000;2802,000
BAÞ;ÝÞARET;ORTA;YÜZÜK;SERÇE;X;Y
1722,000;1913,000;2491,000;913,000;1798,000;2048,000;2048,000
1861,000;1915,000;2374,000;956,000;1796,000;2048,000;2048,000
1864,000;1896,000;2385,000;1389,000;1833,000;2048,000;2048,000
1993,000;1929,000;2385,000;913,000;1810,000;2048,000;2048,000
1815,000;1949,000;2391,000;647,000;1845,000;2048,000;2048,000
1808,000;2065,000;2361,000;1408,000;1783,000;2048,000;2048,000
1782,000;2029,000;2370,000;966,000;1831,000;2048,000;2048,000
1703,000;1972,000;2367,000;951,000;1717,000;2048,000;2048,000
2556,000;2127,000;2371,000;916,000;1736,000;2048,000;2048,000
1720,000;1779,000;1991,000;913,000;1472,000;2048,000;2048,000
1689,000;1951,000;2382,000;894,000;1527,000;2048,000;2048,000
1581,000;2099,000;2380,000;894,000;1507,000;2048,000;2048,000
1497,000;1972,000;2304,000;866,000;1417,000;2048,000;2048,000
1253,000;1963,000;2367,000;837,000;1396,000;2048,000;2048,000
1179,000;1949,000;2354,000;818,000;1265,000;2048,000;2048,000
903,000;1958,000;2380,000;837,000;1075,000;2048,000;2048,000
917,000;1954,000;2378,000;818,000;1384,000;2048,000;2048,000
1068,000;1958,000;2373,000;837,000;1384,000;2048,000;2048,000
0,000;1990,000;2260,000;828,000;1403,000;2048,000;2048,000
0,000;1972,000;2490,000;780,000;1376,000;2048,000;2048,000
0,000;2170,000;2377,000;837,000;1319,000;2048,000;2048,000
0,000;2065,000;2379,000;837,000;1377,000;2048,000;2048,000
0,000;2054,000;2381,000;843,000;1386,000;2048,000;2048,000
0,000;2030,000;2387,000;852,000;1369,000;2048,000;2746,000
2936,000;2329,000;2375,000;837,000;1367,000;2048,000;2048,000
3543,000;2427,000;2376,000;899,000;1317,000;2048,000;2048,000
3240,000;2472,000;2376,000;951,000;1319,000;1486,000;2048,000
3216,000;2515,000;2374,000;1002,000;1326,000;2048,000;2048,000
3198,000;2573,000;2425,000;1,000;1351,000;2048,000;2048,000
2084,000;2432,000;2373,000;932,000;1374,000;2048,000;2048,000
0,000;2401,000;2376,000;982,000;1344,000;2048,000;2048,000
0,000;2299,000;2380,000;970,000;1393,000;2048,000;2048,000
0,000;2287,000;2378,000;999,000;1432,000;2048,000;2048,000
0,000;2287,000;2377,000;861,000;1419,000;2048,000;2048,000
0,000;2269,000;2383,000;928,000;1420,000;2048,000;2048,000
0,000;0,000;0,000;0,000;0,000;0,000;0,000
1395,000;2269,000;2449,000;885,000;1389,000;2048,000;2048,000
1523,000;2274,000;2387,000;916,000;1382,000;2048,000;2048,000
2885,000;2406,000;2245,000;913,000;1386,000;2048,000;2048,000
3031,000;2422,000;2290,000;913,000;1372,000;2048,000;2048,000
3121,000;2385,000;2361,000;951,000;1384,000;2048,000;2048,000
2335,000;2411,000;2381,000;970,000;1376,000;2048,000;2048,000
1501,000;2325,000;2383,000;1235,000;1420,000;2048,000;2048,000
0,000;2243,000;2289,000;1046,000;1429,000;2048,000;2048,000
0,000;2291,000;2378,000;1080,000;1457,000;2048,000;2048,000
0,000;2233,000;2378,000;1032,000;1477,000;2048,000;2647,000
2719,000;2390,000;2321,000;961,000;1453,000;2048,000;2048,000
2734,000;2389,000;1866,000;906,000;1417,000;2048,000;2048,000
2737,000;2466,000;2585,000;932,000;1453,000;2048,000;2048,000
967,000;2305,000;2366,000;1000,000;1396,000;2048,000;2048,000
0,000;2291,000;2382,000;253,000;1427,000;2048,000;2048,000
0,000;2235,000;2387,000;1027,000;1431,000;2048,000;2048,000
0,000;2212,000;2363,000;913,000;1401,000;1507,000;2048,000
2657,000;2352,000;2373,000;951,000;1391,000;2048,000;2048,000
2728,000;2368,000;2881,000;951,000;1405,000;2048,000;2048,000
2651,000;2330,000;2381,000;576,000;1355,000;2048,000;2048,000
2244,000;2187,000;1926,000;1042,000;1363,000;2048,000;2048,000
1809,000;1832,000;2385,000;961,000;1362,000;2048,000;2048,000
1900,000;2040,000;2377,000;771,000;1398,000;2048,000;2048,000
1830,000;2807,000;2395,000;932,000;1401,000;2048,000;2048,000
1472,000;3462,000;2406,000;1141,000;1539,000;2048,000;2048,000
1470,000;3569,000;2478,000;1331,000;1633,000;2048,000;2048,000
1582,000;3280,000;2387,000;1317,000;1595,000;2048,000;2048,000
1732,000;1745,000;2588,000;913,000;1424,000;2048,000;2048,000
1756,000;1653,000;2389,000;942,000;1500,000;2048,000;2048,000
1728,000;1512,000;2395,000;913,000;1448,000;2048,000;2048,000
1765,000;1671,000;2392,000;932,000;1432,000;2048,000;2048,000
1790,000;1812,000;2378,000;837,000;1420,000;2048,000;2048,000
1816,000;1966,000;2379,000;951,000;1382,000;2048,000;2048,000
1786,000;2127,000;2399,000;913,000;1412,000;2048,000;2048,000
1732,000;2079,000;2413,000;1013,000;1432,000;2048,000;2048,000
1624,000;2122,000;2423,000;989,000;1429,000;2048,000;2048,000
1783,000;2169,000;2428,000;1008,000;1429,000;2048,000;2048,000
1729,000;2156,000;2446,000;966,000;1429,000;2048,000;2048,000
1693,000;2005,000;1890,000;1023,000;1431,000;2048,000;2048,000
2390,000;2151,000;2446,000;981,000;1429,000;2048,000;2048,000
1721,000;2048,000;2399,000;975,000;1438,000;2048,000;2048,000
1154,000;2135,000;2426,000;913,000;1407,000;2048,000;2048,000
1629,000;2109,000;2415,000;875,000;1429,000;2048,000;2048,000
1666,000;2099,000;2423,000;932,000;1429,000;2048,000;2048,000
2560,000;2105,000;2422,000;932,000;1429,000;2048,000;2048,000
1806,000;2115,000;2411,000;951,000;1429,000;2048,000;2048,000
1842,000;2134,000;2409,000;958,000;1429,000;2048,000;2048,000
1883,000;2159,000;3173,000;913,000;1743,000;2048,000;2048,000
1665,000;2132,000;2396,000;972,000;1451,000;2048,000;2048,000
1888,000;2178,000;2383,000;1032,000;1448,000;2048,000;2048,000
1962,000;2203,000;2375,000;966,000;1432,000;2048,000;1642,000
2285,000;2268,000;2376,000;913,000;1531,000;2048,000;2048,000
2507,000;2264,000;2388,000;966,000;1408,000;2048,000;1722,000
1481,000;2171,000;2340,000;989,000;1431,000;2048,000;2048,000
928,000;2124,000;2406,000;989,000;1469,000;2048,000;2048,000
101,000;2131,000;2399,000;1018,000;1501,000;2048,000;2048,000
2274,000;2175,000;2373,000;875,000;1289,000;1745,000;2048,000
2606,000;2122,000;2423,000;837,000;1443,000;2048,000;2048,000
2139,000;2131,000;2397,000;980,000;1434,000;2048,000;2048,000
1977,000;2130,000;2401,000;856,000;1403,000;2048,000;2048,000
1666,000;2130,000;2360,000;989,000;1448,000;2048,000;2048,000
1680,000;2164,000;2394,000;1018,000;1417,000;2048,000;2048,000
1792,000;2208,000;2379,000;913,000;1419,000;2048,000;1691,000
1847,000;2212,000;2359,000;928,000;1398,000;2048,000;2048,000
1863,000;2230,000;2397,000;980,000;1438,000;2048,000;2048,000
2068,000;2132,000;2407,000;1094,000;1448,000;2048,000;2048,000
1838,000;2149,000;2135,000;1103,000;1432,000;2048,000;2048,000
1836,000;2225,000;2317,000;913,000;1434,000;2048,000;2048,000
1816,000;3107,000;2397,000;970,000;1448,000;2048,000;2048,000
1797,000;3685,000;2394,000;970,000;1460,000;2048,000;2048,000
1765,000;3731,000;2382,000;1037,000;1438,000;2048,000;2048,000
1740,000;3728,000;2425,000;1189,000;1474,000;2048,000;2048,000
1698,000;3750,000;2397,000;1094,000;1391,000;2048,000;2048,000
1712,000;3722,000;2426,000;1189,000;1446,000;2048,000;2048,000
1691,000;3702,000;2396,000;1094,000;1451,000;2048,000;2048,000
1707,000;3690,000;2385,000;1094,000;1450,000;2048,000;2048,000
1704,000;3756,000;2343,000;1065,000;1453,000;2048,000;2048,000
1913,000;1993,000;2382,000;951,000;1451,000;2048,000;2048,000
1849,000;999,000;2333,000;913,000;1407,000;2048,000;2048,000
2207,000;955,000;2402,000;533,000;1393,000;2048,000;2048,000
1847,000;942,000;2357,000;989,000;1432,000;2048,000;2048,000
1875,000;982,000;2388,000;989,000;1374,000;2048,000;2048,000
1833,000;1029,000;2393,000;989,000;1369,000;2048,000;2048,000
1860,000;1049,000;2395,000;968,000;1384,000;2048,000;2048,000
1828,000;1069,000;2403,000;989,000;1344,000;2048,000;2048,000
1808,000;1171,000;2187,000;1027,000;1372,000;2048,000;2048,000
693,000;1013,000;2401,000;837,000;1538,000;2048,000;2048,000
1812,000;1251,000;2457,000;609,000;1324,000;1461,000;2048,000
1613,000;1235,000;2421,000;609,000;1463,000;2048,000;2048,000
1798,000;1232,000;2419,000;761,000;1336,000;2407,000;2048,000
1828,000;1352,000;2419,000;533,000;1282,000;2048,000;2048,000
1833,000;2170,000;2394,000;913,000;1320,000;2048,000;2048,000
1844,000;2299,000;2392,000;1099,000;1374,000;2048,000;2048,000
1825,000;2374,000;2438,000;1217,000;1374,000;2048,000;2048,000
1828,000;2262,000;2410,000;1113,000;1429,000;2048,000;2048,000
1786,000;2089,000;2197,000;1065,000;1410,000;2048,000;2048,000
2213,000;2051,000;2459,000;856,000;1396,000;2048,000;2048,000
1737,000;1990,000;3304,000;609,000;1324,000;2048,000;2048,000
1734,000;1956,000;2413,000;609,000;1327,000;2048,000;2048,000
1632,000;1926,000;2418,000;609,000;1265,000;2048,000;2048,000
1734,000;1918,000;2392,000;457,000;1279,000;2048,000;2048,000
1732,000;1926,000;2420,000;1255,000;1363,000;2048,000;2048,000
1732,000;1983,000;2420,000;619,000;1291,000;2048,000;2048,000
1732,000;1990,000;2414,000;609,000;1267,000;2048,000;2048,000
1671,000;1976,000;2369,000;609,000;1146,000;2048,000;2048,000
1690,000;1990,000;2420,000;609,000;1238,000;2521,000;2048,000
